AT2023hkw&20230423 03:54&-5&P48/ZTF&{\em r}&$>21.05$\\ 
AT2023hkw&20230423 05:10&-5&P48/ZTF&{\em g}&$>21.16$\\ 
AT2023hkw&20230423 05:46&-5&P48/ZTF&{\em i}&$>20.4$\\ 
AT2023hkw&20230425 04:11&-4&P48/ZTF&{\em g}&$>20.97$\\ 
AT2023hkw&20230425 04:51&-4&P48/ZTF&{\em r}&$>20.91$\\ 
AT2023hkw&20230427 04:13&-2&P48/ZTF&{\em g}&$>20.84$\\ 
AT2023hkw&20230427 04:43&-2&P48/ZTF&{\em r}&$>20.75$\\ 
AT2023hkw&20230427 07:12&-2&P48/ZTF&{\em r}&$>20.67$\\ 
AT2023hkw&20230427 09:17&-2&P48/ZTF&{\em i}&$>20.35$\\ 
AT2023hkw&20230429 04:10&-1&P48/ZTF&{\em g}&$20.64\pm0.27$\\ 
AT2023hkw&20230429 05:44&-1&P48/ZTF&{\em r}&$20.94\pm0.34$\\ 
AT2023hkw&20230430 04:08&0&P48/ZTF&{\em g}&$19.5\pm0.19$\\ 
AT2023hkw&20230430 04:19&0&P48/ZTF&{\em g}&$19.57\pm0.12$\\ 
AT2023hkw&20230501 04:46&1&P48/ZTF&{\em r}&$19.94\pm0.16$\\ 
AT2023hkw&20230501 07:42&1&P48/ZTF&{\em g}&$19.71\pm0.16$\\ 
AT2023hkw&20230502 20:47&2&LT/IO:O&{\em r}&$19.88\pm0.25$\\ 
AT2023hkw&20230502 20:50&2&LT/IO:O&{\em i}&$20.16\pm0.3$\\ 
AT2023hkw&20230502 20:52&2&LT/IO:O&{\em z}&$19.77\pm0.38$\\ 
AT2023hkw&20230503 08:09&2&P60/SEDM&{\em g}&$>19.06$\\ 
AT2023hkw&20230503 14:26&3&GITCamera&{\em g}&$20.36\pm0.05$\\ 
AT2023hkw&20230503 14:37&3&GITCamera&{\em r}&$>21.23$\\ 
AT2023hkw&20230503 14:45&3&GITCamera&{\em i}&$>20.58$\\ 
AT2023hkw&20230503 14:59&3&GITCamera&{\em z}&$>19.94$\\ 
AT2023hkw&20230503 20:48&3&LT/IO:O&{\em g}&$19.92\pm0.23$\\ 
AT2023hkw&20230503 20:51&3&LT/IO:O&{\em r}&$>19.75$\\ 
AT2023hkw&20230503 20:54&3&LT/IO:O&{\em i}&$19.38\pm0.36$\\ 
AT2023hkw&20230503 20:56&3&LT/IO:O&{\em z}&$20.2\pm0.38$\\ 
AT2023hkw&20230509 06:15&7&P48/ZTF&{\em g}&$>20.77$\\ 
AT2023hkw&20230509 07:58&7&P48/ZTF&{\em r}&$>20.27$\\ 
AT2023hkw&20230510 20:54&8&LT/IO:O&{\em r}&$21.05\pm0.36$\\ 
AT2023hkw&20230510 20:56&8&LT/IO:O&{\em i}&$>20.81$\\ 
AT2023hkw&20230511 21:19&9&LT/IO:O&{\em g}&$22.48\pm0.31$\\ 
AT2023hkw&20230511 21:23&9&LT/IO:O&{\em r}&$>22.14$\\ 
AT2023hkw&20230511 21:23&9&LT/IO:O&{\em r}&$>22.0$\\ 
AT2023hkw&20230511 21:26&9&LT/IO:O&{\em i}&$22.38\pm0.41$\\ 
AT2023hkw&20230512 21:50&10&LT/IO:O&{\em g}&$>22.57$\\ 
AT2023hkw&20230512 22:00&10&LT/IO:O&{\em r}&$22.23\pm0.25$\\ 
AT2023hkw&20230512 22:11&10&LT/IO:O&{\em i}&$>22.22$\\ 
AT2023hkw&20230513 04:13&10&P48/ZTF&{\em r}&$>20.96$\\ 
AT2023hkw&20230513 06:54&10&P48/ZTF&{\em g}&$>20.9$\\ 
AT2023hkw&20230513 21:17&10&LT/IO:O&{\em g}&$22.47\pm0.22$\\ 
AT2023hkw&20230513 21:27&10&LT/IO:O&{\em r}&$22.81\pm0.32$\\ 
AT2023hkw&20230513 21:37&10&LT/IO:O&{\em i}&$22.68\pm0.34$\\ 
AT2023hkw&20230515 07:22&11&P48/ZTF&{\em r}&$>20.81$\\ 
AT2023hkw&20230517 05:27&13&P48/ZTF&{\em g}&$>20.85$\\ 
AT2023hkw&20230517 05:43&13&P48/ZTF&{\em r}&$>20.74$\\ 
AT2023hkw&20230519 04:54&14&P48/ZTF&{\em g}&$>21.2$\\ 
AT2023hkw&20230521 05:20&16&P48/ZTF&{\em g}&$>21.11$\\ 
AT2023hkw&20230525 04:20&19&P48/ZTF&{\em i}&$>20.18$\\ 
AT2023hkw&20230528 05:55&21&P48/ZTF&{\em g}&$>20.5$\\ 
AT2023hkw&20230528 06:05&21&P48/ZTF&{\em g}&$>20.49$\\ 
AT2023hkw&20230528 06:08&21&P48/ZTF&{\em g}&$>20.61$\\ 
AT2023hkw&20230528 06:26&21&P48/ZTF&{\em r}&$>20.51$\\ 
AT2023hkw&20230528 06:39&21&P48/ZTF&{\em r}&$>20.63$\\ 
AT2023hkw&20230528 06:42&21&P48/ZTF&{\em r}&$>20.62$\\ 
AT2023hkw&20230530 05:20&22&P48/ZTF&{\em i}&$>20.21$\\ 
AT2023hkw&20230602 05:18&25&P48/ZTF&{\em r}&$>20.12$\\ 
AT2023hkw&20230604 05:19&26&P48/ZTF&{\em g}&$>19.58$\\ 
AT2023hkw&20230604 05:46&26&P48/ZTF&{\em r}&$>19.98$\\ 
