#0	1	2	3	4	5	6	7	8
#0_FRB	B16_OFF	L17_GRB	FB13_UV	FB13_IR	SLSNe	K12CCSN	Ca-rich	F22_OPT
999	999	999	999	999	999	0.92	999	999
999	999	999	999	999	999	1	999	999
999	999	999	999	999	999	1.64	999	999
999	999	999	999	999	999	0.14	999	999
999	999	999	999	999	999	0.7	999	999
999	999	999	999	999	999	0.53	999	999
999	999	999	999	999	999	0.81	999	999
999	999	999	999	999	999	0.71	999	999
999	999	999	999	999	999	1.06	999	999
999	999	999	999	999	999	0.86	999	999
999	999	999	999	999	999	0.42	999	999
999	999	999	999	999	999	1.07	999	999
999	999	999	999	999	999	1.47	999	999
999	999	999	999	999	999	0.78	999	999
999	999	999	999	999	999	0.82	999	999
999	999	999	999	999	999	0.56	999	999
999	999	999	999	999	999	1.34	999	999
999	999	999	999	999	999	1.28	999	999
999	999	999	999	999	999	1.46	999	999
999	999	999	999	999	999	0.52	999	999
999	999	999	999	999	999	0.89	999	999
999	999	999	999	999	999	0.99	999	999
999	999	999	999	999	999	0.28	999	999
999	999	999	999	999	999	0.58	999	999
999	999	999	999	999	999	0.63	999	999
999	999	999	999	999	999	3.37	999	999
999	999	999	999	999	999	0.75	999	999
999	999	999	999	999	999	0.63	999	999
999	999	999	999	999	999	0.25	999	999
999	999	999	999	999	999	1.1	999	999
999	999	999	999	999	999	1.23	999	999
999	999	999	999	999	999	0.61	999	999
999	999	999	999	999	999	0.62	999	999
999	999	999	999	999	999	0.57	999	999
999	999	999	999	999	999	1.82	999	999
999	999	999	999	999	999	1.19	999	999
999	999	999	999	999	999	1.83	999	999
999	999	999	999	999	999	1.83	999	999
999	999	999	999	999	999	0.69	999	999
999	999	999	999	999	999	0.88	999	999
999	999	999	999	999	999	3.57	999	999
999	999	999	999	999	999	0.89	999	999
999	999	999	999	999	999	1.08	999	999
999	999	999	999	999	999	1.83	999	999
999	999	999	999	999	999	0.76	999	999
999	999	999	999	999	999	0.72	999	999
999	999	999	999	999	999	0.36	999	999
999	999	999	999	999	999	1.43	999	999
999	999	999	999	999	999	0.59	999	999
999	999	999	999	999	999	0.9	999	999
999	999	999	999	999	999	3.58	999	999
999	999	999	999	999	999	1.6	999	999
999	999	999	999	999	999	1.55	999	999
999	999	999	999	999	999	0.99	999	999
999	999	999	999	999	999	0.2	999	999
999	999	999	999	999	999	3.25	999	999
999	999	999	999	999	999	1.18	999	999
999	999	999	999	999	999	0.6	999	999
999	999	999	999	999	999	0.52	999	999
999	999	999	999	999	999	1.63	999	999
999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	2.03	999	999
999	999	999	999	999	999	0.43	999	999
999	999	999	999	999	999	3.44	999	999
999	999	999	999	999	999	1.21	999	999
999	999	999	999	999	999	1.47	999	999
999	999	999	999	999	999	0.39	999	999
999	999	999	999	999	999	0.19	999	999
999	999	999	999	999	999	1.13	999	999
999	999	999	999	999	999	0.85	999	999
999	999	999	999	999	999	1.04	999	999
999	999	999	999	999	999	1.22	999	999
999	999	999	999	999	999	1.08	999	999
999	999	999	999	999	999	0.86	999	999
999	999	999	999	999	999	0.98	999	999
999	999	999	999	999	999	0.52	999	999
999	999	999	999	999	999	1.42	999	999
999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	0.44	999	999
999	999	999	999	999	999	0.87	999	999
999	999	999	999	999	999	0.94	999	999
999	999	999	999	999	999	0.31	999	999
999	999	999	999	999	999	0.17	999	999
999	999	999	999	999	999	0.84	999	999
999	999	999	999	999	999	1.23	999	999
999	999	999	999	999	999	0.42	999	999
999	999	999	999	999	999	0.73	999	999
999	999	999	999	999	999	0.22	999	999
999	999	999	999	999	999	2.2	999	999
999	999	999	999	999	999	4.26	999	999
999	999	999	999	999	999	1.26	999	999
999	999	999	999	999	999	0.91	999	999
999	999	999	999	999	999	0.66	999	999
999	999	999	999	999	999	1.03	999	999
999	999	999	999	999	999	0.89	999	999
999	999	999	999	999	999	0.95	999	999
999	999	999	999	999	999	1.17	999	999
999	999	999	999	999	999	1.78	999	999
999	999	999	999	999	999	0.37	999	999
999	999	999	999	999	999	0.31	999	999
999	999	999	999	999	999	4.48	999	999
999	999	999	999	999	999	1.6	999	999
999	999	999	999	999	999	1.28	999	999
999	999	999	999	999	999	0.31	999	999
999	999	999	999	999	999	0.95	999	999
999	999	999	999	999	999	0.85	999	999
999	999	999	999	999	999	0.95	999	999
999	999	999	999	999	999	0.77	999	999
999	999	999	999	999	999	0.89	999	999
999	999	999	999	999	999	0.59	999	999
999	999	999	999	999	999	0.56	999	999
999	999	999	999	999	999	0.27	999	999
999	999	999	999	999	999	0.57	999	999
999	999	999	999	999	999	0.58	999	999
999	999	999	999	999	999	0.22	999	999
999	999	999	999	999	999	0.74	999	999
999	999	999	999	999	999	1.03	999	999
999	999	999	999	999	999	0.71	999	999
999	999	999	999	999	999	1.25	999	999
999	999	999	999	999	999	0.5	999	999
999	999	999	999	999	999	1.81	999	999
999	999	999	999	999	999	3.82	999	999
999	999	999	999	999	999	0.72	999	999
999	999	999	999	999	999	1.09	999	999
999	999	999	999	999	999	0.9	999	999
999	999	999	999	999	999	0.26	999	999
999	999	999	999	999	999	1.71	999	999
999	999	999	999	999	999	0.72	999	999
999	999	999	999	999	999	1.94	999	999
999	999	999	999	999	999	0.96	999	999
999	999	999	999	999	999	1.13	999	999
999	999	999	999	999	999	1.19	999	999
999	999	999	999	999	999	0.64	999	999
999	999	999	999	999	999	0.59	999	999
999	999	999	999	999	999	1.68	999	999
999	999	999	999	999	999	0.7	999	999
999	999	999	999	999	999	1.29	999	999
999	999	999	999	999	999	0.88	999	999
999	999	999	999	999	999	0.62	999	999
999	999	999	999	999	999	0.51	999	999
999	999	999	999	999	999	0.45	999	999
999	999	999	999	999	999	0.06	999	999
999	999	999	999	999	999	1.31	999	999
999	999	999	999	999	999	0.41	999	999
999	999	999	999	999	999	0.72	999	999
999	999	999	999	999	999	1.02	999	999
999	999	999	999	999	999	0.76	999	999
999	999	999	999	999	999	1.27	999	999
999	999	999	999	999	999	1.96	999	999
999	999	999	999	999	999	1.14	999	999
999	999	999	999	999	999	0.93	999	999
999	999	999	999	999	999	1.2	999	999
999	999	999	999	999	999	0.93	999	999
999	999	999	999	999	999	0.56	999	999
999	999	999	999	999	999	1.44	999	999
999	999	999	999	999	999	2.17	999	999
999	999	999	999	999	999	1.47	999	999
999	999	999	999	999	999	1.28	999	999
999	999	999	999	999	999	1.16	999	999
999	999	999	999	999	999	1.13	999	999
999	999	999	999	999	999	0.7	999	999
999	999	999	999	999	999	1.29	999	999
999	999	999	999	999	999	1.4	999	999
999	999	999	999	999	999	1.3	999	999
999	999	999	999	999	999	1.01	999	999
999	999	999	999	999	999	0.16	999	999
999	999	999	999	999	999	0.56	999	999
999	999	999	999	999	999	1.64	999	999
999	999	999	999	999	999	1.85	999	999
999	999	999	999	999	999	1.48	999	999
999	999	999	999	999	999	1.54	999	999
999	999	999	999	999	999	3.85	999	999
999	999	999	999	999	999	0.09	999	999
999	999	999	999	999	999	0.65	999	999
999	999	999	999	999	999	1.33	999	999
999	999	999	999	999	999	0.77	999	999
999	999	999	999	999	999	1.04	999	999
999	999	999	999	999	999	0.91	999	999
999	999	999	999	999	999	0.54	999	999
999	999	999	999	999	999	0.85	999	999
999	999	999	999	999	999	0.09	999	999
999	999	999	999	999	999	0.93	999	999
999	999	999	999	999	999	0.24	999	999
999	999	999	999	999	999	0.95	999	999
999	999	999	999	999	999	1.51	999	999
999	999	999	999	999	999	0.43	999	999
999	999	999	999	999	999	0.45	999	999
999	999	999	999	999	999	1.1	999	999
999	999	999	999	999	999	0.05	999	999
999	999	999	999	999	999	0.71	999	999
999	999	999	999	999	999	2.04	999	999
999	999	999	999	999	999	0.52	999	999
999	999	999	999	999	999	0.22	999	999
999	999	999	999	999	999	1.9	999	999
999	999	999	999	999	999	1.37	999	999
999	999	999	999	999	999	1.54	999	999
999	999	999	999	999	999	0.97	999	999
999	999	999	999	999	999	0.24	999	999
999	999	999	999	999	999	0.67	999	999
999	999	999	999	999	999	0.53	999	999
999	999	999	999	999	999	0.83	999	999
999	999	999	999	999	999	0.57	999	999
999	999	999	999	999	999	1.82	999	999
999	999	999	999	999	999	0.57	999	999
999	999	999	999	999	999	1.09	999	999
999	999	999	999	999	999	1.39	999	999
999	999	999	999	999	999	1.22	999	999
999	999	999	999	999	999	1.07	999	999
999	999	999	999	999	999	1.16	999	999
999	999	999	999	999	999	1.68	999	999
999	999	999	999	999	999	0.52	999	999
999	999	999	999	999	999	0.7	999	999
999	999	999	999	999	999	0.29	999	999
999	999	999	999	999	999	1.11	999	999
999	999	999	999	999	999	1.66	999	999
999	999	999	999	999	999	0.53	999	999
999	999	999	999	999	999	0.94	999	999
999	999	999	999	999	999	1.46	999	999
999	999	999	999	999	999	0.51	999	999
999	999	999	999	999	999	2.53	999	999
999	999	999	999	999	999	0.4	999	999
999	999	999	999	999	999	0.59	999	999
999	999	999	999	999	999	0.92	999	999
999	999	999	999	999	999	2.15	999	999
999	999	999	999	999	999	0.91	999	999
999	999	999	999	999	999	0.91	999	999
999	999	999	999	999	999	1.13	999	999
999	999	999	999	999	999	0.28	999	999
999	999	999	999	999	999	0.88	999	999
999	999	999	999	999	999	0.7	999	999
999	999	999	999	999	999	0.03	999	999
999	999	999	999	999	999	0.35	999	999
999	999	999	999	999	999	0.72	999	999
999	999	999	999	999	999	0.42	999	999
999	999	999	999	999	999	0.5	999	999
999	999	999	999	999	999	0.41	999	999
999	999	999	999	999	999	1.56	999	999
999	999	999	999	999	999	0.41	999	999
999	999	999	999	999	999	0.59	999	999
999	999	999	999	999	999	0.83	999	999
999	999	999	999	999	999	0.87	999	999
999	999	999	999	999	999	0.27	999	999
999	999	999	999	999	999	0.86	999	999
999	999	999	999	999	999	1.39	999	999
999	999	999	999	999	999	0.95	999	999
999	999	999	999	999	999	1.71	999	999
999	999	999	999	999	999	0.71	999	999
999	999	999	999	999	999	1.35	999	999
999	999	999	999	999	999	1.8	999	999
999	999	999	999	999	999	0.91	999	999
999	999	999	999	999	999	0.62	999	999
999	999	999	999	999	999	0.88	999	999
999	999	999	999	999	999	1.23	999	999
999	999	999	999	999	999	0.67	999	999
999	999	999	999	999	999	1.33	999	999
999	999	999	999	999	999	2.02	999	999
999	999	999	999	999	999	0.94	999	999
999	999	999	999	999	999	1.37	999	999
999	999	999	999	999	999	2.96	999	999
999	999	999	999	999	999	2.69	999	999
999	999	999	999	999	999	0.95	999	999
999	999	999	999	999	999	1.56	999	999
999	999	999	999	999	999	0.88	999	999
999	999	999	999	999	999	1.59	999	999
999	999	999	999	999	999	1.04	999	999
999	999	999	999	999	999	0.88	999	999
999	999	999	999	999	999	1	999	999
999	999	999	999	999	999	0.85	999	999
999	999	999	999	999	999	0.78	999	999
999	999	999	999	999	999	1.41	999	999
999	999	999	999	999	999	0.24	999	999
999	999	999	999	999	999	1.78	999	999
999	999	999	999	999	999	1.47	999	999
999	999	999	999	999	999	0.32	999	999
999	999	999	999	999	999	0.67	999	999
999	999	999	999	999	999	1.21	999	999
999	999	999	999	999	999	0.67	999	999
999	999	999	999	999	999	1.29	999	999
999	999	999	999	999	999	1.29	999	999
999	999	999	999	999	999	3.41	999	999
999	999	999	999	999	999	0.73	999	999
999	999	999	999	999	999	0.37	999	999
999	999	999	999	999	999	1.54	999	999
999	999	999	999	999	999	1.06	999	999
999	999	999	999	999	999	1.08	999	999
999	999	999	999	999	999	1.33	999	999
999	999	999	999	999	999	0.27	999	999
999	999	999	999	999	999	0.49	999	999
999	999	999	999	999	999	0.95	999	999
999	999	999	999	999	999	1.56	999	999
999	999	999	999	999	999	1.83	999	999
999	999	999	999	999	999	2.01	999	999
999	999	999	999	999	999	0.95	999	999
999	999	999	999	999	999	1.91	999	999
999	999	999	999	999	999	0.7	999	999
999	999	999	999	999	999	0.95	999	999
999	999	999	999	999	999	1.28	999	999
999	999	999	999	999	999	0.87	999	999
999	999	999	999	999	999	0.47	999	999
999	999	999	999	999	999	0.92	999	999
999	999	999	999	999	999	0.43	999	999
999	999	999	999	999	999	0.29	999	999
999	999	999	999	999	999	0.73	999	999
999	999	999	999	999	999	0.64	999	999
999	999	999	999	999	999	0.76	999	999
999	999	999	999	999	999	1.08	999	999
999	999	999	999	999	999	1.14	999	999
999	999	999	999	999	999	1.4	999	999
999	999	999	999	999	999	1.45	999	999
999	999	999	999	999	999	1.06	999	999
999	999	999	999	999	999	0.86	999	999
999	999	999	999	999	999	0.09	999	999
999	999	999	999	999	999	1.21	999	999
999	999	999	999	999	999	0.65	999	999
999	999	999	999	999	999	0.67	999	999
999	999	999	999	999	999	0.49	999	999
999	999	999	999	999	999	0.93	999	999
999	999	999	999	999	999	1.08	999	999
999	999	999	999	999	999	1.18	999	999
999	999	999	999	999	999	0.75	999	999
999	999	999	999	999	999	0.57	999	999
999	999	999	999	999	999	1.19	999	999
999	999	999	999	999	999	1.01	999	999
999	999	999	999	999	999	0.96	999	999
999	999	999	999	999	999	1.79	999	999
999	999	999	999	999	999	1.28	999	999
999	999	999	999	999	999	0.28	999	999
999	999	999	999	999	999	1.21	999	999
999	999	999	999	999	999	0.85	999	999
999	999	999	999	999	999	0.47	999	999
999	999	999	999	999	999	0.35	999	999
999	999	999	999	999	999	0.73	999	999
999	999	999	999	999	999	1.02	999	999
999	999	999	999	999	999	0.23	999	999
999	999	999	999	999	999	0.93	999	999
999	999	999	999	999	999	0.44	999	999
999	999	999	999	999	999	1.15	999	999
999	999	999	999	999	999	2.04	999	999
999	999	999	999	999	999	0.88	999	999
999	999	999	999	999	999	1.16	999	999
999	999	999	999	999	999	1.26	999	999
999	999	999	999	999	999	0.96	999	999
999	999	999	999	999	999	1.39	999	999
999	999	999	999	999	999	0.48	999	999
999	999	999	999	999	999	1.55	999	999
999	999	999	999	999	999	0.43	999	999
999	999	999	999	999	999	1.23	999	999
999	999	999	999	999	999	0.53	999	999
999	999	999	999	999	999	1.59	999	999
999	999	999	999	999	999	1.36	999	999
999	999	999	999	999	999	2.21	999	999
999	999	999	999	999	999	0.49	999	999
999	999	999	999	999	999	0.92	999	999
999	999	999	999	999	999	0.6	999	999
999	999	999	999	999	999	0.64	999	999
999	999	999	999	999	999	0.8	999	999
999	999	999	999	999	999	0.36	999	999
999	999	999	999	999	999	0.86	999	999
999	999	999	999	999	999	1.91	999	999
999	999	999	999	999	999	0.59	999	999
999	999	999	999	999	999	0.87	999	999
999	999	999	999	999	999	1.19	999	999
999	999	999	999	999	999	1.5	999	999
999	999	999	999	999	999	2.19	999	999
999	999	999	999	999	999	0.6	999	999
999	999	999	999	999	999	0.52	999	999
999	999	999	999	999	999	0.77	999	999
999	999	999	999	999	999	0.93	999	999
999	999	999	999	999	999	0.96	999	999
999	999	999	999	999	999	0.76	999	999
999	999	999	999	999	999	1.58	999	999
999	999	999	999	999	999	0.66	999	999
999	999	999	999	999	999	1.37	999	999
999	999	999	999	999	999	0.24	999	999
999	999	999	999	999	999	0.37	999	999
999	999	999	999	999	999	1.44	999	999
999	999	999	999	999	999	0.86	999	999
999	999	999	999	999	999	0.53	999	999
999	999	999	999	999	999	1.48	999	999
999	999	999	999	999	999	0.67	999	999
999	999	999	999	999	999	0.96	999	999
999	999	999	999	999	999	2.01	999	999
999	999	999	999	999	999	0.34	999	999
999	999	999	999	999	999	0.29	999	999
999	999	999	999	999	999	0.71	999	999
999	999	999	999	999	999	0.86	999	999
999	999	999	999	999	999	1.48	999	999
999	999	999	999	999	999	3.71	999	999
999	999	999	999	999	999	1.12	999	999
999	999	999	999	999	999	0.74	999	999
999	999	999	999	999	999	1.11	999	999
999	999	999	999	999	999	0.79	999	999
999	999	999	999	999	999	1.42	999	999
999	999	999	999	999	999	1.06	999	999
999	999	999	999	999	999	0.45	999	999
999	999	999	999	999	999	0.42	999	999
999	999	999	999	999	999	0.67	999	999

