AT2022abfc&20221114 08:31&-6&P48/ZTF&{\em r}&$>19.68$\\ 
AT2022abfc&20221114 10:40&-6&P48/ZTF&{\em g}&$>19.65$\\ 
AT2022abfc&20221115 09:09&-5&P48/ZTF&{\em r}&$>20.4$\\ 
AT2022abfc&20221115 10:08&-5&P48/ZTF&{\em g}&$>20.19$\\ 
AT2022abfc&20221116 08:19&-4&P48/ZTF&{\em r}&$>19.36$\\ 
AT2022abfc&20221117 08:01&-3&P48/ZTF&{\em g}&$>19.69$\\ 
AT2022abfc&20221117 08:48&-3&P48/ZTF&{\em r}&$>19.53$\\ 
AT2022abfc&20221118 08:04&-2&P48/ZTF&{\em g}&$>20.51$\\ 
AT2022abfc&20221118 09:32&-2&P48/ZTF&{\em r}&$>20.13$\\ 
AT2022abfc&20221119 09:34&-2&P48/ZTF&{\em g}&$>19.71$\\ 
AT2022abfc&20221120 08:01&-1&P48/ZTF&{\em r}&$>20.35$\\ 
AT2022abfc&20221121 08:15&0&P48/ZTF&{\em r}&$19.46\pm0.11$\\ 
AT2022abfc&20221121 09:03&0&P48/ZTF&{\em g}&$19.49\pm0.14$\\ 
AT2022abfc&20221125 08:32&3&P48/ZTF&{\em r}&$19.55\pm0.16$\\ 
AT2022abfc&20221125 09:32&3&P48/ZTF&{\em g}&$19.71\pm0.2$\\ 
AT2022abfc&20221127 07:32&5&P48/ZTF&{\em r}&$20.32\pm0.32$\\ 
AT2022abfc&20221127 08:29&5&P48/ZTF&{\em g}&$20.21\pm0.19$\\ 
AT2022abfc&20221201 09:15&8&P48/ZTF&{\em r}&$>20.23$\\ 
AT2022abfc&20221210 07:04&16&P48/ZTF&{\em g}&$>19.6$\\ 
AT2022abfc&20221211 07:03&16&P48/ZTF&{\em g}&$>19.85$\\ 
AT2022abfc&20221217 06:01&21&P48/ZTF&{\em g}&$>20.35$\\ 
AT2022abfc&20221217 07:03&21&P48/ZTF&{\em r}&$>20.19$\\ 
AT2022abfc&20221220 06:11&24&P48/ZTF&{\em r}&$>19.21$\\ 
AT2022abfc&20221220 07:03&24&P48/ZTF&{\em g}&$>19.66$\\ 
